intent;text;lang
question_store;¿Hacéis factura de la compra?;es
question_store;¿Está vuestro catálogo actualizado?;es
question_store;¿Dónde puedo dejar una reseña?;es
animal_funfact;Tell me a fun fact about cats.;en
animal_funfact;Surprise me with a fact about penguins.;en
animal_funfact;Do you know anything interesting about bears?;en
animal_funfact;Tell me a fun fact about an animal.;en
animal_funfact;Any fun fact about an animal of your choice?;en
animal_funfact;fun fact cats;en
animal_funfact;surprise me penguin fact;en
animal_funfact;know interesting bear facts;en
animal_funfact;tell fun animal fact;en
animal_funfact;any fun animal fact u pick;en
animal_funfact;Tell me a curious fact about a dog.;en
animal_funfact;Give me a fun tidbit about cats.;en
animal_funfact;Did you know something cool about owls?;en
animal_funfact;A wild fact about any creature.;en
animal_funfact;Blow my mind with a factoid on anteaters.;en
animal_funfact;Any oddities about monkeys?;en
animal_funfact;Give me a fact about horses.;en
animal_funfact;Tell me something I don't know about elephants.;en
animal_funfact;Got an interesting fact about dolphins?;en
animal_funfact;A fact about tigers.;en
animal_funfact;Tell me something neat about sloths.;en
animal_funfact;A curious thing about giraffes?;en
animal_funfact;Give me a funny fact about pandas.;en
animal_funfact;Something surprising about snakes.;en
animal_funfact;What fact do you have on chameleons?;en
animal_funfact;Tell me an animal anecdote.;en
animal_funfact;A random animal fact.;en
animal_funfact;Is there an amazing fact about lions?;en
animal_funfact;Curious info on wolves.;en
animal_funfact;Tell me an animal secret.;en
animal_funfact;Tell me a curiosity about a dog from here.;en
animal_funfact;Tell me something interesting about cats.;en
animal_funfact;Did you know an amazing fact about owls?;en
animal_funfact;A curious fact about a Spanish animal.;en
animal_funfact;Surprise me with a fact about brown bears.;en
animal_funfact;Any curiosity about lynxes?;en
animal_funfact;Give me a fact about Andalusian horses.;en
animal_funfact;Tell me something I don't know about bulls.;en
animal_funfact;Got an interesting fact about dolphins?;en
animal_funfact;A fact about Iberian wolves.;en
animal_funfact;Tell me something cool about eagles.;en
animal_funfact;A curiosity about giraffes?;en
animal_funfact;Give me a funny fact about foxes.;en
animal_funfact;Something surprising about wild boars.;en
animal_funfact;What fact do you have on mountain goats?;en
animal_funfact;Tell me an anecdote about a farm animal.;en
animal_funfact;A random insect fact.;en
animal_funfact;Is there an incredible fact about swifts?;en
animal_funfact;Curious info on hedgehogs.;en
animal_funfact;Tell me a secret about a marine animal.;en
bye;Goodbye!;en
bye;See you later!;en
bye;Bye.;en
bye;See ya.;en
bye;Have a good day.;en
bye;Take care!;en
bye;Thanks, bye.;en
bye;I have to go.;en
bye;It's been a pleasure, see you soon.;en
bye;I'm signing off.;en
bye;bye;en
bye;cya;en
bye;later;en
bye;seeya;en
bye;have a good one;en
bye;take care;en
bye;thanks byee;en
bye;im goin now;en
bye;nice chattin bye;en
bye;im outta here;en
bye;Cheerio! See ya.;en
bye;Ta-ra! Have a good one.;en
bye;Later tater! Take care now.;en
bye;Catch ya later!;en
bye;Have a grand day!;en
bye;See ya around.;en
bye;S'long.;en
bye;All the best!;en
bye;Cheers, I'm off.;en
bye;Nice one, bye.;en
bye;Bye now!;en
bye;See ya!;en
bye;Latr.;en
bye;Ave a good 'un.;en
bye;Look after yerself.;en
bye;I'm outta here.;en
bye;Thanks, bye bye.;en
bye;Was good, see ya.;en
bye;I'm checkin' out.;en
bye;Chat over.;en
bye;Gotta go, ta.;en
bye;Bye for now.;en
bye;Cya l8r.;en
bye;Good day to ya!;en
bye;Bye-bye then.;en
bye;Done.;en
bye;Till next time.;en
bye;Don't need nothin' else, bye.;en
bye;Logging off.;en
bye;End session.;en
bye;See you next time!;en
bye;Right then, bye!;en
bye;Bye, bye!;en
bye;See you, champ.;en
bye;Have a good one.;en
bye;Take good care!;en
bye;Thanks and see you soon.;en
bye;I'm off now.;en
bye;It's been a pleasure, mate.;en
bye;Regards.;en
bye;Bye!;en
bye;Gbye!;en
bye;See you later, alligator!;en
bye;I'm closing.;en
bye;I'm disconnecting.;en
bye;End of conversation.;en
bye;Done, bye.;en
bye;Thanks for everythign.;en
bye;That's it, see you next time.;en
bye;Hope it goes well for u.;en
greetings;Hi there! ??;en
greetings;How are you doing?;en
greetings;Good morning.;en
greetings;Hey, hey!;en
greetings;What's up bro?;en
greetings;Nice to greet you!;en
greetings;Pleasure chatting with you.;en
greetings;How's it going?;en
greetings;Good afternoon!;en
greetings;Is anyone in there?;en
greetings;hi how r u;en
greetings;morning;en
greetings;whats up;en
greetings;heyy hows it going;en
greetings;long time no see kinda;en
greetings;hello anyone there;en
greetings;greetings;en
greetings;whats new;en
greetings;afternoon;en
greetings;sup;en
greetings;Hey there! How are you?;en
greetings;Howdy! How's it hangin'?;en
greetings;Good morning! How do you do?;en
greetings;What's up! All good?;en
greetings;G'day! How's it goin'?;en
greetings;Alright mate? How's life?;en
greetings;What up doe? What's new?;en
greetings;Hey ya'll! How's everything?;en
greetings;How's it goin', eh? All gravy?;en
greetings;Sup! How ya doin'?;en
greetings;Wagwan? How u doin'?;en
greetings;G'day, how ya goin'?;en
greetings;Hi y'all!;en
greetings;Wot's up?;en
greetings;How's it?;en
greetings;Is anyone 'round?;en
greetings;Ello!;en
greetings;Evenin'!;en
greetings;How's yer day?;en
greetings;Hi, I'm a customer!;en
greetings;Yo! What's crackin'?;en
greetings;How's it goin', chief?;en
greetings;What's good, fam?;en
greetings;Top o' the mornin' to ya!;en
greetings;Greetings from over here.;en
greetings;Evening all! How are things?;en
greetings;Alright, guv'nor?;en
greetings;Sup, dawg? Everything chill?;en
greetings;Howdy folks!;en
greetings;Just chuggin' along, you?;en
greetings;Good day to ya, love!;en
greetings;Aw, it's lovely to meet ya!;en
greetings;Pleased as punch to see ya here.;en
greetings;How's your day been so far?;en
greetings;Hi, it's [name].;en
greetings;A pleasure chattin'.;en
greetings;Hiya, how are we doing today?;en
greetings;Well hello there!;en
greetings;Right then.;en
greetings;Great to see you 'round!;en
greetings;Hi! How's it going for you?;en
greetings;Hey! How are we doing?;en
greetings;What's up!;en
greetings;Man! What's new?;en
greetings;Hello!;en
greetings;How are you, mate?;en
greetings;Hey! How's it going?;en
greetings;Very good day!;en
greetings;What's new?;en
greetings;Hello!;en
greetings;Hi, mate.;en
greetings;Alright, how's it?;en
greetings;Good afternoon, champ.;en
greetings;How are you today?;en
greetings;Is anyone there?;en
greetings;Hello everyone!;en
greetings;Wut up?;en
greetings;Heyy!;en
greetings;Hiii.;en
greetings;What's happenin' 'round here?;en
human_help;I need to speak to a representative.;en
human_help;Can you transfer me to an agent, please?;en
human_help;This is urgent, I need human help.;en
human_help;Please connect me with someone from support.;en
human_help;Is there any way to talk to a real person?;en
human_help;You're not understanding me, I need to talk to a human.;en
human_help;I want to file a formal complaint, I need a supervisor.;en
human_help;This is a fraud, I'm going to report you.;en
human_help;I am very upset, I want to speak to someone now.;en
human_help;Can you get someone in charge on the line?;en
human_help;I need a solution, transfer me to someone.;en
human_help;My problem is complicated, the bot isn't helping.;en
human_help;I feel ripped off, I demand to speak to a superior.;en
human_help;Is there a phone number to talk to you?;en
human_help;I want to escalate my case, put me through to a human.;en
human_help;I am experiencing a very sensitive issue.;en
human_help;I cannot resolve this with a robot.;en
human_help;It's a personal matter, I need privacy.;en
human_help;My situation is unique and requires human attention.;en
human_help;I believe there's a serious error, let's talk.;en
human_help;I'm tired of repeating myself, put me through to someone.;en
human_help;I can't find the information, can a human help me?;en
human_help;I need personalized assistance.;en
human_help;This is unacceptable, I want to speak to someone immediately.;en
human_help;I'm going to sue you if you don't help me.;en
human_help;i wanna talk to a rep;en
human_help;transfer me to an agent pls;en
human_help;urgent need human help;en
human_help;conect me with suport;en
human_help;any way to talk real person;en
human_help;u dont get it talk to human;en
human_help;wanna make a complain need supervisor;en
human_help;this is a frawd im reporting u;en
human_help;im so mad wanna talk to sumone now;en
human_help;get sumone in charge on line;en
human_help;need solution transfer me;en
human_help;my problem complicated bot no help;en
human_help;feel ripped off demand to talk to boss;en
human_help;any number to talk to u guys;en
human_help;wanna escallate my case put me with human;en
human_help;having very sensitive issue;en
human_help;cant fix this with robot;en
human_help;personal matter need privasy;en
human_help;my situation unique need human atention;en
human_help;think big error lets talk;en
human_help;tired of repeating put me with sumone;en
human_help;cant find info can human help me;en
human_help;need personalised help;en
human_help;this unacceptable wanna talk sumone rite away;en
human_help;im suing u if u dont help me;en
human_help;I need to speak with an advisor.;en
human_help;Can you transfer me to an executive, please?;en
human_help;This is serious, I want to talk to someone now.;en
human_help;The robot isn't helping me, I need a person.;en
human_help;Is there a way to talk to real people?;en
human_help;You are scammers, I want my money back.;en
human_help;I don't understand, can you put me through to an operator?;en
human_help;Can I communicate with a human, please?;en
human_help;My order isn't arriving, this is garbage, I want to talk to someone.;en
human_help;I'm going to report you, this is unacceptable.;en
human_help;Your answer isn't useful, I need real help.;en
human_help;Who can I talk to about a serious problem?;en
human_help;I feel cheated, I demand a supervisor.;en
human_help;Do you have a number to call customer service?;en
human_help;I want to speak with someone in charge.;en
human_help;My case is special, the bot can't handle it.;en
human_help;This is ridiculous, I want to talk to a person now.;en
human_help;I don't know what to do, I need someone who knows.;en
human_help;Can you transfer me to customer service?;en
human_help;I'm fed up, I want to talk to a human right away.;en
human_help;I need to speak to an operator, please.;en
human_help;Can you put me through to a sales rep?;en
human_help;This is a hassle, I want to talk to a person.;en
human_help;Put me through to someone who understands this.;en
human_help;I can't figure it out, I need a human.;en
human_help;This is a botch job, I want my money.;en
human_help;I'm pissed off, put me through to a superior.;en
human_help;Is anyone there who isn't a robot?;en
human_help;Don't confuse me, please, let someone help me.;en
human_help;I feel scammed, this is a joke.;en
human_help;I need a solution now, have them call me.;en
human_help;This bot isn't helping me at all.;en
human_help;It's a very sensitive topic, not for chat.;en
human_help;I want to file a complaint.;en
human_help;I don't understand the machine.;en
human_help;I need personalized help, this is serious.;en
human_help;What a mess, I want to talk to someone.;en
human_help;My problem is a mess, the chat can't fix it.;en
human_help;I'm getting fed up, is anyone there?;en
human_help;Have a manager call me.;en
other;Tell me a joke.;en
other;How are you?;en
other;I don't understand what you're saying.;en
other;You're very helpful.;en
other;What day is today?;en
other;tell me a joke;en
other;how are u;en
other;i dont get it;en
other;ur very useful;en
other;whats today;en
greetings;What's up?;en
other;I'm good, you?;en
other;Dunno.;en
other;You're cool.;en
other;What day is it?;en
other;Can you do somethin' else?;en
other;Didn't get a thing.;en
other;Is that it?;en
other;Haha, nice one.;en
other;Give me a random fact.;en
other;I'm bored.;en
other;Talk to me about something.;en
other;Are you a bot?;en
other;How do you work?;en
other;Can you help me with anything else?;en
other;Don't know what to ask.;en
animal_funfact;Tell me somethin' funny.;en
other;What time is it?;en
other;Just testing.;en
other;Thanks for the chinwag.;en
other;Well! What's new?;en
other;I'm good, how about you, champ?;en
other;No idea.;en
other;You're awesome.;en
other;What day is today, kid?;en
other;Don't be like that.;en
other;I don't understand a thing you're saying.;en
other;Is that it?;en
other;Hahaha, that's great!;en
other;Tell me something random.;en
other;I'm really bored.;en
animal_funfact;Talk to me about something cool.;en
other;Are you a robot?;en
other;How do you work, mate?;en
other;Anything else you can help me with?;en
other;I don't know what to ask, honestly.;en
other;Tell me some gossip.;en
other;What time is it, by the way?;en
other;I'm just testing.;en
other;Thanks for the chat.;en
question_delivery;Do you ship to Mexico?;en
question_delivery;How long does shipping to Madrid take?;en
question_delivery;What's the shipping cost to Argentina?;en
question_delivery;How can I track my order?;en
question_delivery;My order hasn't arrived, what should I do?;en
question_delivery;Is express shipping possible?;en
question_delivery;Are deliveries made on holidays?;en
question_delivery;Which courier do you use for international shipments?;en
question_delivery;Why is my shipment delayed?;en
question_delivery;Is there any additional customs cost?;en
question_delivery;ship to mexico;en
question_delivery;how long ship madrid;en
question_delivery;shipping cost argentina;en
question_delivery;track my order;en
question_delivery;order didnt come wut do;en
question_delivery;express ship possible;en
question_delivery;deliver holidays;en
question_delivery;wat courier intl ship;en
question_delivery;y my order late;en
question_delivery;any extra custom fee;en
question_delivery;Do you ship to Colombia?;en
question_delivery;How long does shipping to Chile take?;en
question_delivery;What's the shipping cost to Peru?;en
question_delivery;How can I track my shipment?;en
question_delivery;My order hasn't arrived, what's up?;en
question_delivery;Is express shipping to Argentina possible?;en
question_delivery;Do you deliver in Bolivia on weekends?;en
question_delivery;Which courier do you use for international shipments to Ecuador?;en
question_delivery;Why is my shipment delayed?;en
question_delivery;Is there any additional customs charge in Uruguay?;en
question_delivery;Do you ship nationwide?;en
question_delivery;How long till it gets to my gaff?;en
question_delivery;What's the postage cost to my area?;en
question_delivery;How do I track my parcel?;en
question_delivery;My package ain't here, what's up?;en
question_delivery;Can I get expedited shipping?;en
question_delivery;Do you deliver on Saturdays?;en
question_delivery;Which courier do you use for deliveries?;en
question_delivery;Why's my parcel late?;en
question_delivery;Are there any customs fees?;en
question_delivery;Is delivery free?;en
question_delivery;When do you dispatch my order?;en
question_delivery;Can I pick up my purchase?;en
question_delivery;What happens if I'm not in to receive it?;en
question_delivery;Does delivery cost vary by weight?;en
question_delivery;Do you deliver to the provinces?;en
question_delivery;Can the delivery address be changed?;en
question_delivery;Has my order gone out yet?;en
question_delivery;What time do deliveries arrive?;en
question_delivery;Do I need to sign for it?;en
question_delivery;Do you ship to the Canary Islands?;en
question_delivery;How long does shipping to a village take?;en
question_delivery;What's the shipping cost for the Balearic Islands?;en
question_delivery;How do I track my order with Correos?;en
question_delivery;My parcel hasn't arrived, what do I do now?;en
question_delivery;Is there urgent delivery?;en
question_delivery;Do you deliver on holidays?;en
question_delivery;Which courier service do you use for orders?;en
question_delivery;Why is my shipment delayed?;en
question_delivery;Is there an extra charge for customs in Ceuta?;en
question_delivery;Is shipping free to the Peninsula?;en
question_delivery;How long does my package take to arrive?;en
question_delivery;What's up with my shipment?;en
question_delivery;Does home delivery have a cost?;en
question_delivery;Can I collect in store?;en
question_delivery;Is there a charge for cash on delivery?;en
question_delivery;When does my package arrive?;en
question_delivery;Which carrier do you use?;en
question_delivery;Can the collection point be changed?;en
question_delivery;My order doesn't appear in the tracker.;en
question_item;What material is the tiger t-shirt?;en
question_item;Do you have the owl t-shirt in size M?;en
question_item;Is this lion t-shirt organic cotton?;en
question_item;Does the dog t-shirt come in other colors?;en
question_item;Is the black cat t-shirt in stock?;en
question_item;Show me the giraffe t-shirt.;en
question_item;Is the capybara t-shirt unisex?;en
question_item;What are the measurements for the shoebill t-shirt?;en
question_item;Does the koala t-shirt shrink when washed?;en
question_item;Could you give me more details about the whale t-shirt?;en
question_item;wat matrial tiger tee;en
question_item;do u hav owl shirt m;en
question_item;lion shirt organic cotton;en
question_item;dog t shirt other colors;en
question_item;is black cat shirt in stock;en
question_item;show me giraffe shirt;en
question_item;wolf shirt unisex;en
question_item;panda tee size;en
question_item;koala shirt shrinks;en
question_item;more info whale shirt;en
question_item;What fabric is the capybara t-shirt made of?;en
question_item;Do you have the axolotl t-shirt in small size?;en
question_item;Is this lizard t-shirt organic cotton?;en
question_item;Does the shoebill t-shirt come in other colors?;en
question_item;Is the capybara t-shirt in stock?;en
question_item;Show me the shoebill heron t-shirt.;en
question_item;Is the wolf t-shirt unisex?;en
question_item;What are the measurements for the panda t-shirt?;en
question_item;Does the koala t-shirt shrink when washed?;en
question_item;Could you give me more info about the whale t-shirt?;en
question_item;Are there chameleon t-shirts?;en
question_item;I want to see the turtle t-shirt.;en
question_item;Does this frog t-shirt have my size?;en
question_item;Is the alligator t-shirt available?;en
question_item;Can you show me the cheetah t-shirt?;en
question_item;Do you have animal socks?;en
question_item;How much are the duck-design socks?;en
question_item;What sizes do you handle for the t-shirts?;en
question_item;Is the polar bear jacket available?;en
question_item;Is this animal print shirt for men?;en
question_item;Is this monkey polo cotton?;en
question_item;Do you have the croc tee in size L?;en
question_item;Does the hawk top come in more colours?;en
question_item;Is the alpaca t-shirt unisex?;en
question_item;Give me info on the toucan shirt.;en
question_item;Is the jaguar t-shirt good quality?;en
question_item;Do you have this puma tee in XS?;en
question_item;What are the measurements for the armadillo top?;en
question_item;Does the dolphin t-shirt shrink?;en
question_item;Are there more animal tee designs?;en
question_item;Is the condor shirt authentic?;en
question_item;Do you have penguin socks?;en
question_item;What's the material of the bear jacket?;en
question_item;Is this eagle t-shirt for women?;en
question_item;Are sloth tops available?;en
question_item;Can you send me pics of the zebra t-shirt?;en
question_item;Is the bee shirt on sale?;en
question_item;Do you have koala-patterned t-shirts?;en
question_item;Are the parrot tees long-sleeved?;en
question_item;How much is the cheetah top?;en
question_item;What's the Iberian lynx t-shirt made of?;en
question_item;Do you have the brown bear t-shirt in size L?;en
question_item;Is this eagle t-shirt cotton?;en
question_item;Does the wolf t-shirt have other prints?;en
question_item;Is the chameleon t-shirt in stock?;en
question_item;Show me the little bull t-shirt.;en
question_item;Is the vulture t-shirt for a boy or girl?;en
question_item;What are the measurements for the lizard t-shirt?;en
question_item;Does the mountain goat t-shirt lose color?;en
question_item;Can you give me more info on the rooster t-shirt?;en
question_item;Do the bear t-shirts have any variety?;en
question_item;Is there a sheep jumper?;en
question_item;Is this wild boar garment seasonal?;en
question_item;Do you have flamingo socks?;en
question_item;Can you show me the eagle design jacket?;en
question_item;How much is the dog t-shirt?;en
question_item;Cat t-shirt, any more colors?;en
question_item;Is the deer t-shirt short-sleeved?;en
question_item;What sizes do you have for the falcon t-shirt?;en
question_item;Is the imperial eagle t-shirt available?;en
question_offers;Do you have any discounts right now?;en
question_offers;Are there any offers on animal t-shirts?;en
question_offers;Do you have a discount code for the first purchase?;en
question_offers;When do the sales start?;en
question_offers;Is there any free shipping promotion?;en
question_offers;any discounts now;en
question_offers;animal t shirt offers;en
question_offers;discount code first buy;en
question_offers;when sales start;en
question_offers;free ship promo;en
question_offers;Any active deals on?;en
question_offers;Are there any sales on t-shirts?;en
question_offers;Do you have any discount vouchers?;en
question_offers;When are the clearance sales?;en
question_offers;Is there a buy one get one free offer?;en
question_offers;Do you do bulk discounts?;en
question_offers;Any seasonal promos goin' on?;en
question_offers;What's the biggest discount?;en
question_offers;Do you have a promo code?;en
question_offers;Are the offers online only?;en
question_offers;Are there deals on the t-shirts?;en
question_offers;When do the promotions end?;en
question_offers;Do you have a new customer discount?;en
question_offers;Are there any combo deals?;en
question_offers;What discounts do you have for Animal Day?;en
question_offers;Do the discounts apply to everything?;en
question_offers;Can offers be combined?;en
question_offers;Any cash discounts?;en
question_offers;Do you have a points program?;en
question_offers;What are the current promos?;en
question_offers;Do you have any offers right now?;en
question_offers;Are there sales on animal t-shirts?;en
question_offers;Do you have a discount code for new customers?;en
question_offers;When do the summer sales start?;en
question_offers;Is there a free shipping promo?;en
question_offers;Do you have student discounts?;en
question_offers;Is there any offer for the Christmas campaign?;en
question_offers;What's the maximum discount you have?;en
question_offers;Is there a coupon I can use?;en
question_offers;Are the offers only for the website?;en
question_offers;Are there promotions on the lynx t-shirts?;en
question_offers;How long do the offers last?;en
question_offers;Do you have a discount for buying several t-shirts?;en
question_offers;Are there promos for Black Friday?;en
question_offers;What discounts do you have for regular customers?;en
question_offers;Do the discounts apply automatically?;en
question_offers;Can several discounts be used at once?;en
question_offers;Are there offers for being a large family?;en
question_offers;Do you have discounts in the new arrivals section?;en
question_offers;What are your most prominent offers?;en
question_prices;How much does the elephant t-shirt cost?;en
question_prices;What's the price of the zebra t-shirt?;en
question_prices;Do the t-shirts have the same price?;en
question_prices;Is there a special price for buying several?;en
question_prices;Does the price include VAT?;en
question_prices;how much elephant shirt;en
question_prices;zebra shirt price;en
question_prices;same price shirts;en
question_prices;special price for many;en
question_prices;price include tax;en
question_prices;How much for the elephant tee?;en
question_prices;What's the price tag on the zebra shirt?;en
question_prices;Are the t-shirts all the same dough?;en
question_prices;Is there a deal if I buy a few?;en
question_prices;Does the price include VAT?;en
question_prices;What's the cost of the giraffe top?;en
question_prices;Are there any price deals?;en
question_prices;What's the final price with shipping?;en
question_prices;How much are the socks?;en
question_prices;Can I pay in instalments?;en
question_prices;Can you tell me the cost of the wolf tee?;en
question_prices;The animal jacket, how much does it run?;en
question_prices;Is this the current price?;en
question_prices;Is there a purchase limit for discounts to apply?;en
question_prices;Are these fixed prices?;en
question_prices;Could I see the price list?;en
question_prices;Is there a promo for the price?;en
question_prices;Do you have wholesale prices?;en
question_prices;Does the price include taxes?;en
question_prices;Can you give me a quote?;en
question_prices;How much does the wolf t-shirt cost?;en
question_prices;What's the price of the bull t-shirt?;en
question_prices;Do all t-shirts have the same price?;en
question_prices;Is there a special price if I buy several?;en
question_prices;Does the price include VAT?;en
question_prices;What's the cost of the bear t-shirt?;en
question_prices;Are there deals on the prices?;en
question_prices;What's the total price with shipping?;en
question_prices;How much are the socks?;en
question_prices;Can I pay in installments?;en
question_prices;Tell me the price of the lynx t-shirt.;en
question_prices;The animal jacket, what's its price?;en
question_prices;Is this the final price?;en
question_prices;Is there a minimum purchase for discounts?;en
question_prices;Are these fixed prices?;en
question_prices;Can you give me a price list?;en
question_prices;Is there a promotion on the price?;en
question_prices;Do you have prices for stores?;en
question_prices;Does the price already include taxes?;en
question_prices;Can you give me a quote for several t-shirts?;en
question_store;What are your opening hours?;en
question_store;Where are you located?;en
question_store;What is your return policy?;en
question_store;Do you accept credit card payments?;en
question_store;Do you have a physical store?;en
question_store;How can I contact customer service?;en
question_store;Is this store legitimate?;en
question_store;How long have you been operating?;en
question_store;Where can I find your privacy policy?;en
question_store;Do you offer gift cards?;en
question_store;store hours;en
question_store;where u at;en
question_store;returns policy;en
question_store;take card;en
question_store;physical store;en
question_store;how contact cust service;en
question_store;is this store real;en
question_store;how long u been open;en
question_store;privacy policy where;en
question_store;gift cards;en
question_store;What are your opening hours?;en
question_store;Where's your shop at?;en
question_store;What's your exchange policy?;en
question_store;Do you take easy pay?;en
question_store;Do you have a brick-and-mortar store?;en
question_store;How do I talk to support?;en
question_store;Is this site legit?;en
question_store;How long have you been in biz?;en
question_store;Where can I find your privacy notice?;en
question_store;Do you sell gift vouchers?;en
question_store;What payment methods do you accept?;en
question_store;Is there a guarantee on the clothes?;en
question_store;Do you have a student discount?;en
question_store;Is this a reliable company?;en
question_store;Can I return an item?;en
question_store;Do you have frequent sales?;en
question_store;How do I make a general inquiry?;en
question_store;Are your products good quality?;en
question_store;Where can I see other customer reviews?;en
question_store;Is there a branch near me?;en
question_store;What are your shop's opening hours?;en
question_store;Where is your establishment located?;en
question_store;How does the returns process work?;en
question_store;Do you accept Bizum?;en
question_store;Do you have a physical store anywhere?;en
question_store;How do I contact customer service?;en
question_store;Is this a reliable store?;en
question_store;How long have you been open?;en
question_store;Where is your privacy policy?;en
question_store;Do you sell gift cards?;en
question_store;What are your payment methods?;en
question_store;Do your products have a warranty?;en
question_store;Is there a large family discount?;en
question_store;Is the website safe to buy from?;en
question_store;Can size changes be made?;en
question_store;What are your social media accounts?;en
question_store;Do you have a contact phone number?;en
question_store;Do you issue an invoice for the purchase?;en
question_store;Is your catalog updated?;en
question_store;Where can I leave a review?;en
confirm;Sí, exacto.;es
confirm;Así es.;es
confirm;Claro que sí.;es
confirm;Correcto.;es
confirm;Afirmativo.;es
confirm;Estoy de acuerdo.;es
confirm;Entendido.;es
confirm;Dale.;es
confirm;Va.;es
confirm;Eso.;es
confirm;Justo.;es
confirm;Así mismo.;es
confirm;Por supuesto.;es
confirm;Evidente.;es
confirm;Exactamente.;es
confirm;Efectivamente.;es
confirm;Sí, porfa.;es
confirm;Eso mero.;es
confirm;De una.;es
confirm;Sin problema.;es
confirm;Ok.;es
confirm;S.;es
confirm;Dalee.;es
confirm;Confirmo.;es
confirm;Así es, gracias.;es
confirm;Yes.;es
confirm;Totally.;es
confirm;Right on.;en
confirm;You got it.;en
confirm;Affirm.;en
confirm;Sounds good.;en
confirm;Agreed.;en
confirm;Understand.;en
confirm;Sure thing.;en
confirm;Aye;en
confirm;Dead right.;en
confirm;That's the one.;en
confirm;Absolutely.;en
confirm;Definitely.;en
confirm;Precisely.;en
confirm;Indubitably.;en
confirm;Yeah, go for it.;en
confirm;That's it.;en
confirm;Cool.;en
confirm;Okie dokie.;en
confirm;Yah.;en
confirm;K.;en
confirm;Yep.;en
confirm;Gotcha.;en
confirm;Correctamundo.;es
negate;No.;es
negate;Para nada.;es
negate;Incorrecto.;es
negate;De ninguna manera.;es
negate;Nada de eso.;es
negate;Ni de broma.;es
negate;Ni a palo.;es
negate;Negativo.;es
negate;No, gracias.;es
negate;Nada que ver.;es
negate;No es así.;es
negate;Error.;es
negate;Falso.;es
negate;Eso no.;es
negate;No estoy de acuerdo.;es
negate;No es cierto.;es
negate;No, para nada.;es
negate;Na.;es
negate;Nu.;es
negate;Nop.;es
negate;K no.;es
negate;No quiero.;es
negate;No me sirve.;es
negate;De eso nada.;es
negate;No, esa no.;es
negate;Noooooooooo;es
negate;Nope.;es
negate;Nah.;en
negate;Incorrect.;en
negate;By no means.;en
negate;Not a chance.;en
negate;Not on your life;en
negate;No way, Jose.;en
negate;Negative.;en
negate;No, thank you.;en
negate;That's not right.;en
negate;Wrong.;en
negate;Untrue.;en
negate;Not that one.;en
negate;I disagree.;en
negate;Ain't right.;en
negate;Naw.;en
negate;Nix.;en
negate;Nuh-uh.;en
negate;Dunno why.;en
negate;Not this time.;en
negate;Not interested.;en
negate;Forget it.;en
negate;No ta.;en
negate;Naah, not that.;en
thank_you;Gracias.;es
thank_you;Muchas gracias.;es
thank_you;Te lo agradezco.;es
thank_you;Mil gracias.;es
thank_you;Gracias por tu ayuda.;es
thank_you;Muy amable.;es
thank_you;Graciassss.;es
thank_you;Me hiciste un favor.;es
thank_you;Te pasaste.;es
thank_you;De lujo.;es
thank_you;Gracias a ti.;es
thank_you;Agradecido/a.;es
thank_you;Muy agradecido/a.;es
thank_you;Qué bueno.;es
thank_you;Genial, gracias.;es
thank_you;Un millón de gracias.;es
thank_you;Por la ayuda, gracias.;es
thank_you;Chevere, gracias.;es
thank_you;Eres un sol, gracias.;es
thank_you;Gracias por la info.;es
thank_you;Grax.;es
thank_you;Muchisimas gracias.;es
thank_you;Te agradesco.;es
thank_you;Por ayudarme, gracias.;es
thank_you;Siii, gracias.;es
thank_you;Thank you.;es
thank_you;Cheers.;es
thank_you;Ta.;es
thank_you;Much obliged.;en
thank_you;I appreciate that.;en
thank_you;Thanks a bunch.;en
thank_you;You're a star;en
thank_you;Thanks for sorting it.;en
thank_you;Bless you.;en
thank_you;Top man.;en
thank_you;You're a lifesaver.;en
thank_you;So grateful.;en
thank_you;Thanks for everything.;en
thank_you;Good one, thanks.;en
thank_you;A big thank you.;en
thank_you;Grassy ass.;en
thank_you;Tnx.;en
thank_you;Ty.;en
thank_you;Thanx.;en
thank_you;U rock, thanks.;en
thank_you;Thx for the help.;en
thank_you;Awesome, thanks.;en
thank_you;You're the best.;en
thank_you;Cheers, mate;en
thank_you;Gracias dude.;en
cancel_task;Cancelar.;es
cancel_task;Quiero cancelar.;es
cancel_task;No quiero seguir.;es
cancel_task;Detener.;es
cancel_task;Borrar todo.;es
cancel_task;Recomenzar.;es
cancel_task;Empezar de nuevo.;es
cancel_task;Anular.;es
cancel_task;Deshacer.;es
cancel_task;Parar ya.;es
cancel_task;Quitar esto.;es
cancel_task;No me interesa.;es
cancel_task;Dar marcha atrás.;es
cancel_task;Abortar.;es
cancel_task;Descartar.;es
cancel_task;No, así no.;es
cancel_task;Reiniciar conversación.;es
cancel_task;Olvídalo.;es
cancel_task;Cierra esto.;es
cancel_task;Basta.;es
cancel_task;Cancela.;es
cancel_task;No seguir.;es
cancel_task;Borra.;es
cancel_task;Resetear.;es
cancel_task;Volver a empezar.;es
cancel_task;Cancel.;en
cancel_task;I wanna cancel.;en
cancel_task;Don't wanna continue.;en
cancel_task;Stop it.;en
cancel_task;Clear everything.;en
cancel_task;Restart it.;en
cancel_task;Begin again.;en
cancel_task;Void.;en
